nct_id,indication,line_of_therapy
NCT05006664,"Peripheral T-cell Lymphoma",1L
NCT05006664,"T-cell lymphoma",1L
NCT05006794,"Bladder Cancer",1L
NCT05006794,"Bladder Cancer",2L
NCT05006794,"Bladder Cancer",3L
NCT05006794,"Breast Cancer",1L
NCT05006794,"Breast Cancer",2L
NCT05006794,"Breast Cancer",3L
NCT05006794,"Cervical Cancer",1L
NCT05006794,"Cervical Cancer",2L
NCT05006794,"Cervical Cancer",3L
NCT05006794,"Colorectal Cancer",1L
NCT05006794,"Colorectal Cancer",2L
NCT05006794,"Colorectal Cancer",3L
NCT05006794,"Endometrial Cancer",1L
NCT05006794,"Endometrial Cancer",2L
NCT05006794,"Endometrial Cancer",3L
NCT05006794,"Esophageal Cancer",1L
NCT05006794,"Esophageal Cancer",2L
NCT05006794,"Esophageal Cancer",3L
NCT05006794,"Gastric Cancer",1L
NCT05006794,"Gastric Cancer",2L
NCT05006794,"Gastric Cancer",3L
NCT05006794,"Gastroesophageal Junction",1L
NCT05006794,"Gastroesophageal Junction",2L
NCT05006794,"Gastroesophageal Junction",3L
NCT05006794,"Head and Neck Cancer",1L
NCT05006794,"Head and Neck Cancer",2L
NCT05006794,"Head and Neck Cancer",3L
NCT05006794,"Hepatocellular Carcinoma",1L
NCT05006794,"Hepatocellular Carcinoma",2L
NCT05006794,"Hepatocellular Carcinoma",3L
NCT05006794,"Non-small Cell Lung Cancer",1L
NCT05006794,"Non-small Cell Lung Cancer",2L
NCT05006794,"Non-small Cell Lung Cancer",3L
NCT05006794,"Ovarian Cancer",1L
NCT05006794,"Ovarian Cancer",2L
NCT05006794,"Ovarian Cancer",3L
NCT05006794,"Prostate Cancer",1L
NCT05006794,"Prostate Cancer",2L
NCT05006794,"Prostate Cancer",3L
NCT05006794,"Renal Cell Carcinoma",1L
NCT05006794,"Renal Cell Carcinoma",2L
NCT05006794,"Renal Cell Carcinoma",3L
NCT05006794,"Small Cell Lung Cancer",1L
NCT05006794,"Small Cell Lung Cancer",2L
NCT05006794,"Small Cell Lung Cancer",3L
NCT05006794,"Soft Tissue Sarcoma",1L
NCT05006794,"Soft Tissue Sarcoma",2L
NCT05006794,"Soft Tissue Sarcoma",3L
NCT05006794,"Solid Tumors",1L
NCT05006794,"Solid Tumors",2L
NCT05006794,"Solid Tumors",3L
NCT05006794,"Thyroid Cancer",1L
NCT05006794,"Thyroid Cancer",2L
NCT05006794,"Thyroid Cancer",3L
NCT05006794,"Triple-Negative Breast Cancer",1L
NCT05006794,"Triple-Negative Breast Cancer",2L
NCT05006794,"Triple-Negative Breast Cancer",3L
NCT05009966,"Gastric Cancer",1L
NCT05009966,"Gastric Cancer",2L
NCT05009966,"Gastroesophageal Junction",1L
NCT05009966,"Gastroesophageal Junction",2L
NCT05009966,"Non-small Cell Lung Cancer",1L
NCT05009966,"Non-small Cell Lung Cancer",2L
NCT05009966,"Pancreatic Cancer",1L
NCT05009966,"Pancreatic Cancer",2L
NCT05009966,"Solid Tumors",1L
NCT05009966,"Solid Tumors",2L
NCT05011188,"Bladder Cancer",1L
NCT05011188,"Bladder Cancer",2L
NCT05011188,"Prostate Cancer",1L
NCT05011188,"Prostate Cancer",2L
NCT05011188,"Skin Cancer",1L
NCT05011188,"Skin Cancer",2L
NCT05014139,"Bladder Cancer",Maintenance
NCT05016947,"Acute Lymphocytic Leukemia",2L
NCT05016947,"Acute Lymphocytic Leukemia",3L
NCT05016947,"Acute Lymphocytic Leukemia",4L
NCT05016947,"B-cell Acute Lymphocytic Leukemia",2L
NCT05016947,"B-cell Acute Lymphocytic Leukemia",3L
NCT05016947,"B-cell Acute Lymphocytic Leukemia",4L
NCT05016947,"Chronic Myeloid Leukemia",2L
NCT05016947,"Chronic Myeloid Leukemia",3L
NCT05016947,"Chronic Myeloid Leukemia",4L
NCT05016947,"Lymphoblastic Lymphoma",2L
NCT05016947,"Lymphoblastic Lymphoma",3L
NCT05016947,"Lymphoblastic Lymphoma",4L
NCT05016973,"Bladder Cancer",Neoadjuvant
NCT05018676,"Breast Cancer",2L
NCT05018676,"Breast Cancer",3L
NCT05018702,"Breast Cancer",2L
NCT05029882,"Colorectal Cancer",2L
NCT05029882,"Colorectal Cancer",3L
NCT05029882,"Gastric Cancer",2L
NCT05029882,"Gastric Cancer",3L
NCT05029882,"Lung Cancer",2L
NCT05029882,"Lung Cancer",3L
NCT05029882,"Non-small Cell Lung Cancer",2L
NCT05029882,"Non-small Cell Lung Cancer",3L
NCT05029882,"Solid Tumors",2L
NCT05029882,"Solid Tumors",3L
NCT05034887,"Gastric Cancer",Neoadjuvant
NCT05034887,"Gastroesophageal Junction",Neoadjuvant
NCT05039073,"Classical Hodgkin Lymphoma",2L
NCT05039073,"Hodgkin Lymphoma",2L
NCT05041257,"Fallopian tube Cancer",3L
NCT05041257,"Ovarian Cancer",3L
NCT05041257,"Peritoneal Cancer",3L
NCT05041842,"Breast Cancer",1L
NCT05041842,"Breast Cancer",2L
NCT05043987,"Gastric Cancer",2L
NCT05043987,"Gastric Cancer",3L
NCT05043987,"Gastric Cancer",4L
NCT05043987,"Gastroesophageal Junction",2L
NCT05043987,"Gastroesophageal Junction",3L
NCT05043987,"Gastroesophageal Junction",4L
NCT05043987,"Pancreatic Cancer",2L
NCT05043987,"Pancreatic Cancer",3L
NCT05043987,"Pancreatic Cancer",4L
NCT05048797,"Non-small Cell Lung Cancer",1L
NCT05053659,"Chronic Lymphocytic Leukemia",1L
NCT05053659,"Mantle Cell Lymphoma",1L
NCT05053659,"Non-Hodgkin Lymphoma",1L
NCT05053659,"Small Lymphocytic Lymphoma",1L
NCT05060627,"Multiple Myeloma",1-3PL
NCT05061550,"Lung Cancer",Adjuvant
NCT05061550,"Non-small Cell Lung Cancer",Adjuvant
NCT05064358,"Multiple Myeloma",">= 3PL"
NCT05065047,"Multiple Myeloma",">= 1PL"
NCT05065047,"Multiple Myeloma",Maintenance
NCT05070247,"Breast Cancer",2L
NCT05070247,"Breast Cancer",3L
NCT05070247,"Esophageal Cancer",2L
NCT05070247,"Esophageal Cancer",3L
NCT05070247,"Gastric Cancer",2L
NCT05070247,"Gastric Cancer",3L
NCT05070247,"Gastroesophageal Junction",2L
NCT05070247,"Gastroesophageal Junction",3L
NCT05070247,"Head and Neck Cancer",2L
NCT05070247,"Head and Neck Cancer",3L
NCT05070247,"Hepatocellular Carcinoma",2L
NCT05070247,"Hepatocellular Carcinoma",3L
NCT05070247,Mesothelioma,2L
NCT05070247,Mesothelioma,3L
NCT05070247,"Nasopharyngeal Carcinoma",2L
NCT05070247,"Nasopharyngeal Carcinoma",3L
NCT05070247,"Non-small Cell Lung Cancer",2L
NCT05070247,"Non-small Cell Lung Cancer",3L
NCT05070247,"Pancreatic Cancer",2L
NCT05070247,"Pancreatic Cancer",3L
NCT05070247,"Renal Cell Carcinoma",2L
NCT05070247,"Renal Cell Carcinoma",3L
NCT05070247,"Solid Tumors",2L
NCT05070247,"Solid Tumors",3L
NCT05070247,"Squamous Cell Carcinoma",2L
NCT05070247,"Squamous Cell Carcinoma",3L
NCT05070247,"Triple-Negative Breast Cancer",2L
NCT05070247,"Triple-Negative Breast Cancer",3L
NCT05071053,"Gastric Cancer",2L
NCT05071053,"Gastroesophageal Junction",2L
NCT05089734,"Non-small Cell Lung Cancer",2L
NCT05089734,"Non-small Cell Lung Cancer",3L
NCT05089734,"Squamous Cell Carcinoma",2L
NCT05089734,"Squamous Cell Carcinoma",3L
NCT05091372,"Multiple Myeloma",Maintenance
NCT05091372,"Multiple Myeloma","NDMM – Transplant Eligible (TE)"
NCT05091372,"Multiple Myeloma","NDMM – Transplant Eligible (TE) Maintenance"
NCT05091372,"Multiple Myeloma","Newly Diagnosed"
NCT05097599,"Colorectal Cancer",1L
NCT05097599,"Colorectal Cancer",2L
NCT05097599,Melanoma,1L
NCT05097599,Melanoma,2L
NCT05097599,"Non-small Cell Lung Cancer",1L
NCT05097599,"Non-small Cell Lung Cancer",2L
NCT05097599,"Solid Tumors",1L
NCT05097599,"Solid Tumors",2L
NCT05101096,"Bladder Cancer",1L
NCT05101096,"Bladder Cancer",2L
NCT05101096,"Bladder Cancer",3L
NCT05101096,"Breast Cancer",1L
NCT05101096,"Breast Cancer",2L
NCT05101096,"Breast Cancer",3L
NCT05101096,"Solid Tumors",1L
NCT05101096,"Solid Tumors",2L
NCT05101096,"Solid Tumors",3L
NCT05101096,"Triple-Negative Breast Cancer",2L
NCT05101096,"Triple-Negative Breast Cancer",3L
NCT05101096,"Triple-Negative Breast Cancer",4L
NCT05103683,"Endometrial Cancer",1L
NCT05103683,"Non-small Cell Lung Cancer",1L
NCT05103683,"Ovarian Cancer",1L
NCT05103683,"Solid Tumors",1L
NCT05104866,"Breast Cancer",2L
NCT05104866,"Breast Cancer",3L
NCT05113069,"B-cell Lymphoma",2L
NCT05113069,"B-cell Lymphoma",3L
NCT05113069,"Non-Hodgkin Lymphoma",2L
NCT05113069,"Non-Hodgkin Lymphoma",3L
NCT05113251,"Breast Cancer",Neoadjuvant
NCT05113459,"Gastric Cancer",Neoadjuvant
NCT05113966,"Breast Cancer",2L
NCT05113966,"Breast Cancer",3L
NCT05113966,"Triple-Negative Breast Cancer",2L
NCT05113966,"Triple-Negative Breast Cancer",3L
NCT05114759,"Solid Tumors",1L
NCT05114759,"Solid Tumors",2L
NCT05115500,"Solid Tumors",2L
NCT05117008,"Multiple Myeloma",">= 3PL"
NCT05117242,"Lung Cancer",2L
NCT05117242,"Non-small Cell Lung Cancer",2L
NCT05119907,"Biliary Tract Cancer",2L
NCT05119907,"Cervical Cancer",2L
NCT05119907,"Esophageal Cancer",2L
NCT05119907,"Gallbladder Cancer",2L
NCT05119907,"Gastric Cancer",2L
NCT05119907,"Non-small Cell Lung Cancer",2L
NCT05119907,"Solid Tumors",2L
NCT05123482,"Biliary Tract Cancer",2L
NCT05123482,"Breast Cancer",2L
NCT05123482,"Endometrial Cancer",2L
NCT05123482,"Ovarian Cancer",2L
NCT05123482,"Solid Tumors",2L
NCT05123482,"Triple-Negative Breast Cancer",2L
NCT05126433,"Biliary Tract Cancer",1L
NCT05126433,"Biliary Tract Cancer",2L
NCT05126433,"Biliary Tract Cancer",3L
NCT05126433,"Biliary Tract Cancer",4L
NCT05126433,"Bladder Cancer",2L
NCT05126433,"Bladder Cancer",3L
NCT05126433,"Bladder Cancer",4L
NCT05126433,"Breast Cancer",2L
NCT05126433,"Breast Cancer",3L
NCT05126433,"Breast Cancer",4L
NCT05126433,"Endometrial Cancer",1L
NCT05126433,"Endometrial Cancer",2L
NCT05126433,"Endometrial Cancer",3L
NCT05126433,"Endometrial Cancer",4L
NCT05126433,"Esophageal Cancer",1L
NCT05126433,"Esophageal Cancer",2L
NCT05126433,"Esophageal Cancer",3L
NCT05126433,"Esophageal Cancer",4L
NCT05126433,"Gastric Cancer",1L
NCT05126433,"Gastric Cancer",2L
NCT05126433,"Gastric Cancer",3L
NCT05126433,"Gastric Cancer",4L
NCT05126433,"Neuroendocrine Tumor",2L
NCT05126433,"Neuroendocrine Tumor",3L
NCT05126433,"Neuroendocrine Tumor",4L
NCT05126433,"Pancreatic Cancer",2L
NCT05126433,"Pancreatic Cancer",3L
NCT05126433,"Pancreatic Cancer",4L
NCT05126433,"Solid Tumors",2L
NCT05126433,"Solid Tumors",3L
NCT05126433,"Solid Tumors",4L
NCT05126433,"Triple-Negative Breast Cancer",2L
NCT05126433,"Triple-Negative Breast Cancer",3L
NCT05126433,"Triple-Negative Breast Cancer",4L
NCT05126719,"Nasopharyngeal Carcinoma",2L
NCT05126719,"Nasopharyngeal Carcinoma",3L
NCT05134519,"Breast Cancer",Neoadjuvant
NCT05135715,Melanoma,2L
NCT05139017,"Diffuse Large B-cell Lymphoma",2L
NCT05139017,"Diffuse Large B-cell Lymphoma",3L
NCT05139017,"Diffuse Large B-cell Lymphoma",4L
NCT05139017,"Diffuse Large B-cell Lymphoma",5L
NCT05141747,"Gastric Cancer",2L
NCT05141747,"Gastroesophageal Junction",2L
NCT05141786,"Lung Cancer",2L
NCT05141786,"Non-small Cell Lung Cancer",2L
NCT05143229,"Breast Cancer",1L
NCT05143229,"Breast Cancer",2L
NCT05143229,"Breast Cancer",3L
NCT05143229,"Triple-Negative Breast Cancer",1L
NCT05143229,"Triple-Negative Breast Cancer",2L
NCT05143229,"Triple-Negative Breast Cancer",3L
NCT05144009,"B-cell Lymphoma",1L
NCT05144009,"Diffuse Large B-cell Lymphoma",1L
NCT05144841,"Diffuse Large B-cell Lymphoma",3L
NCT05144841,"Diffuse Large B-cell Lymphoma",4L
NCT05144841,"Diffuse Large B-cell Lymphoma",5L
NCT05150691,"Biliary Tract Cancer",1L
NCT05150691,"Biliary Tract Cancer",2L
NCT05150691,"Breast Cancer",1L
NCT05150691,"Breast Cancer",2L
NCT05150691,"Endometrial Cancer",1L
NCT05150691,"Endometrial Cancer",2L
NCT05150691,"Gastric Cancer",1L
NCT05150691,"Gastric Cancer",2L
NCT05150691,"Gastroesophageal Junction",1L
NCT05150691,"Gastroesophageal Junction",2L
NCT05150691,"Gastrointestinal Cancer",1L
NCT05150691,"Gastrointestinal Cancer",2L
NCT05150691,"Hepatocellular Carcinoma",1L
NCT05150691,"Hepatocellular Carcinoma",2L
NCT05150691,"Non-small Cell Lung Cancer",1L
NCT05150691,"Non-small Cell Lung Cancer",2L
NCT05150691,"Solid Tumors",1L
NCT05150691,"Solid Tumors",2L
NCT05154604,"Solid Tumors",1L
NCT05154604,"Solid Tumors",2L
NCT05155839,"Non-Hodgkin Lymphoma",2L
NCT05156866,"Gastric Cancer",1L
NCT05156866,"Pancreatic Cancer",1L
NCT05156866,"Solid Tumors",1L
NCT05161390,"Solid Tumors",1L
NCT05169658,"Follicular Lymphoma",1L
NCT05169658,"Marginal Zone Lymphoma",1L
NCT05169658,"Non-Hodgkin Lymphoma",1L
NCT05171647,"B-cell Lymphoma",2L
NCT05171647,"B-cell Lymphoma",3L
NCT05171647,"B-cell Lymphoma",4L
NCT05171647,"Diffuse Large B-cell Lymphoma",2L
NCT05171647,"Diffuse Large B-cell Lymphoma",3L
NCT05171647,"Diffuse Large B-cell Lymphoma",4L
NCT05171647,"Follicular Lymphoma",2L
NCT05171647,"Follicular Lymphoma",3L
NCT05171647,"Follicular Lymphoma",4L
NCT05171647,"Non-Hodgkin Lymphoma",2L
NCT05171647,"Non-Hodgkin Lymphoma",3L
NCT05171647,"Non-Hodgkin Lymphoma",4L
NCT05174637,"Bladder Cancer",1L
NCT05174637,"Bladder Cancer",2L
NCT05174637,"Colorectal Cancer",1L
NCT05174637,"Colorectal Cancer",2L
NCT05174637,"Endometrial Cancer",1L
NCT05174637,"Endometrial Cancer",2L
NCT05174637,"Esophageal Cancer",1L
NCT05174637,"Esophageal Cancer",2L
NCT05174637,"Gastric Cancer",1L
NCT05174637,"Gastric Cancer",2L
NCT05174637,"Lung Cancer",1L
NCT05174637,"Non-small Cell Lung Cancer",1L
NCT05174637,"Non-small Cell Lung Cancer",2L
NCT05174637,"Ovarian Cancer",1L
NCT05174637,"Ovarian Cancer",2L
NCT05174637,"Small Cell Lung Cancer",1L
NCT05174637,"Small Cell Lung Cancer",2L
NCT05174637,"Solid Tumors",1L
NCT05174637,"Solid Tumors",2L
NCT05174637,"Triple-Negative Breast Cancer",1L
NCT05174637,"Triple-Negative Breast Cancer",2L
NCT05180097,"Classical Hodgkin Lymphoma",2L
NCT05180097,"Hodgkin Lymphoma",2L
NCT05182866,"Cutaneous Squamous Cell Carcinoma",Neoadjuvant
NCT05182866,"Head and Neck Cancer",Neoadjuvant
NCT05183035,"Acute Myeloid Leukemia",2L
NCT05183035,"Acute Myeloid Leukemia",3L
NCT05186974,"Lung Cancer",1L
NCT05186974,"Non-small Cell Lung Cancer",1L
NCT05188209,"Gastric Cancer",1L
NCT05188209,"Gastric Cancer",2L
NCT05188209,"Gastroesophageal Junction",1L
NCT05188209,"Gastroesophageal Junction",2L
NCT05188664,"Solid Tumors",1L
NCT05188664,"Solid Tumors",2L
NCT05190705,"Waldenstrom Macroglobulinemia",3L
NCT05194072,"Adenoid Cystic Carcinoma",2L
NCT05194072,"Biliary Tract Cancer",2L
NCT05194072,"Breast Cancer",2L
NCT05194072,"Endometrial Cancer",2L
NCT05194072,"Fallopian tube Cancer",2L
NCT05194072,"Gallbladder Cancer",2L
NCT05194072,"Non-small Cell Lung Cancer",2L
NCT05194072,"Ovarian Cancer",2L
NCT05194072,"Peritoneal Cancer",2L
NCT05194072,"Solid Tumors",2L
NCT05194072,"Squamous Cell Carcinoma",2L
NCT05194072,"Triple-Negative Breast Cancer",2L
NCT05199051,"Acute Myeloid Leukemia",2L
NCT05200364,"Fallopian tube Cancer",2L
NCT05200364,"Fallopian tube Cancer",3L
NCT05200364,"Fallopian tube Cancer",4L
NCT05200364,"Ovarian Cancer",2L
NCT05200364,"Ovarian Cancer",3L
NCT05200364,"Ovarian Cancer",4L
NCT05200364,"Peritoneal Cancer",2L
NCT05200364,"Peritoneal Cancer",3L
NCT05200364,"Peritoneal Cancer",4L
NCT05205850,"Biliary Tract Cancer",2L
NCT05205850,"Esophageal Cancer",2L
NCT05205850,"Gastric Cancer",2L
NCT05205850,"Gastroesophageal Junction",2L
NCT05205850,"Ovarian Cancer",2L
NCT05205850,"Pancreatic Cancer",2L
NCT05205850,"Solid Tumors",2L
NCT05208762,"Esophageal Cancer",1L
NCT05208762,"Esophageal Cancer",2L
NCT05208762,"Head and Neck Cancer",1L
NCT05208762,"Head and Neck Cancer",2L
NCT05208762,Melanoma,1L
NCT05208762,Melanoma,2L
NCT05208762,"Non-small Cell Lung Cancer",1L
NCT05208762,"Non-small Cell Lung Cancer",2L
NCT05208762,"Ovarian Cancer",2L
NCT05208762,"Solid Tumors",2L
NCT05208762,"Triple-Negative Breast Cancer",2L
NCT05215340,"Non-small Cell Lung Cancer",1L
NCT05216965,"Solid Tumors",1L
NCT05216965,"Solid Tumors",2L
NCT05217693,"Solid Tumors",1L
NCT05217693,"Solid Tumors",2L
NCT05222438,"B-cell Lymphoma",Maintenance
NCT05222438,"Diffuse Large B-cell Lymphoma",Maintenance
NCT05226117,"Bladder Cancer",Neoadjuvant
NCT05229900,"Cervical Cancer",2L
NCT05229900,"Cervical Cancer",3L
NCT05229900,"Endometrial Cancer",2L
NCT05229900,"Endometrial Cancer",3L
NCT05229900,"Gastric Cancer",2L
NCT05229900,"Gastric Cancer",3L
NCT05229900,"Gastroesophageal Junction",2L
NCT05229900,"Gastroesophageal Junction",3L
NCT05229900,"Lung Cancer",2L
NCT05229900,"Lung Cancer",3L
NCT05229900,"Non-small Cell Lung Cancer",2L
NCT05229900,"Non-small Cell Lung Cancer",3L
NCT05229900,"Ovarian Cancer",2L
NCT05229900,"Ovarian Cancer",3L
NCT05229900,"Solid Tumors",2L
NCT05229900,"Solid Tumors",3L
NCT05229900,"Testicular Cancer",2L
NCT05229900,"Testicular Cancer",3L
NCT05229900,"Uterine Cancer",2L
NCT05229900,"Uterine Cancer",3L
NCT05238831,"Breast Cancer",2L
NCT05238831,"Ovarian Cancer",2L
NCT05238831,"Pancreatic Cancer",1L
NCT05238831,"Pancreatic Cancer",2L
NCT05238831,"Prostate Cancer",1L
NCT05238831,"Prostate Cancer",2L
NCT05238831,"Soft Tissue Sarcoma",1L
NCT05238831,"Soft Tissue Sarcoma",2L
NCT05238831,"Solid Tumors",1L
NCT05238831,"Solid Tumors",2L
NCT05241899,"Gastric Cancer",2L
NCT05241899,"Gastroesophageal Junction",2L
NCT05243693,"Classical Hodgkin Lymphoma",1L
NCT05243693,"Classical Hodgkin Lymphoma",2L
NCT05243693,"Hodgkin Lymphoma",1L
NCT05243693,"Hodgkin Lymphoma",2L
NCT05245071,"Non-small Cell Lung Cancer",2L
NCT05245071,"Non-small Cell Lung Cancer",3L
NCT05246514,"Non-small Cell Lung Cancer",2L
NCT05246514,"Non-small Cell Lung Cancer",3L
NCT05249959,"Mantle Cell Lymphoma",2L
NCT05253495,"B-cell Lymphoma",1L
NCT05253495,"B-cell Lymphoma",2L
NCT05253495,"Burkitt Lymphoma",1L
NCT05253495,"Burkitt Lymphoma",2L
NCT05253495,"Classical Hodgkin Lymphoma",1L
NCT05253495,"Classical Hodgkin Lymphoma",2L
NCT05253495,"Diffuse Large B-cell Lymphoma",1L
NCT05253495,"Diffuse Large B-cell Lymphoma",2L
NCT05253495,"Non-Hodgkin Lymphoma",1L
NCT05253495,"Non-Hodgkin Lymphoma",2L
NCT05253495,"Non-Hodgkin Lymphoma","Newly Diagnosed"
NCT05260957,"B-cell Lymphoma",2L
NCT05260957,"B-cell Lymphoma",3L
NCT05260957,"Burkitt Lymphoma",2L
NCT05260957,"Burkitt Lymphoma",3L
NCT05260957,"Diffuse Large B-cell Lymphoma",2L
NCT05260957,"Diffuse Large B-cell Lymphoma",3L
NCT05260957,"Follicular Lymphoma",2L
NCT05260957,"Follicular Lymphoma",3L
NCT05260957,"Mantle Cell Lymphoma",2L
NCT05260957,"Mantle Cell Lymphoma",3L
NCT05260957,"Marginal Zone Lymphoma",2L
NCT05260957,"Marginal Zone Lymphoma",3L
NCT05260957,"Non-Hodgkin Lymphoma",2L
NCT05260957,"Non-Hodgkin Lymphoma",3L
NCT05260957,"Primary Mediastinal B-cell Lymphoma",2L
NCT05260957,"Primary Mediastinal B-cell Lymphoma",3L
NCT05263479,"Solid Tumors",1L
NCT05263869,"Breast Cancer",1L
NCT05263869,"Breast Cancer",2L
NCT05263869,"Solid Tumors",2L
NCT05265013,"Bone Cancer",1L
NCT05265013,"Bone Cancer",2L
NCT05265013,"Head and Neck Cancer",1L
NCT05265013,"Head and Neck Cancer",2L
NCT05270057,"B-cell Lymphoma",1L
NCT05270057,"Burkitt Lymphoma",1L
NCT05270057,"Diffuse Large B-cell Lymphoma",1L
NCT05271604,"Head and Neck Cancer",2L
NCT05274048,"Esophageal Cancer",2L
NCT05274048,"Gastric Cancer",2L
NCT05274048,"Gastroesophageal Junction",2L
NCT05276609,"Solid Tumors",2L
NCT05279300,"Diffuse Large B-cell Lymphoma",3L
NCT05279300,"Diffuse Large B-cell Lymphoma",4L
NCT05279300,"Diffuse Large B-cell Lymphoma",5L
NCT05279300,"Mantle Cell Lymphoma",3L
NCT05279300,"Mantle Cell Lymphoma",4L
NCT05279300,"Mantle Cell Lymphoma",5L
NCT05279300,"Non-Hodgkin Lymphoma",3L
NCT05279300,"Non-Hodgkin Lymphoma",4L
NCT05279300,"Non-Hodgkin Lymphoma",5L
NCT05279300,"Solid Tumors",2L
NCT05279300,"Solid Tumors",3L
NCT05279300,"Solid Tumors",4L
NCT05279300,"Solid Tumors",5L
NCT05279300,"Triple-Negative Breast Cancer",3L
NCT05279300,"Triple-Negative Breast Cancer",4L
NCT05279300,"Triple-Negative Breast Cancer",5L
NCT05280275,"Multiple Myeloma","NDMM – Transplant Ineligible (TIE)"
NCT05280275,"Multiple Myeloma","NDMM – Transplant Not Intended (TNI)"
NCT05280275,"Multiple Myeloma","Newly Diagnosed"
NCT05280470,"Small Cell Lung Cancer",2L
NCT05280470,"Small Cell Lung Cancer",3L
NCT05283720,"B-cell Lymphoma",3L
NCT05283720,"B-cell Lymphoma",4L
NCT05283720,"Diffuse Large B-cell Lymphoma",1L
NCT05283720,"Diffuse Large B-cell Lymphoma",2L
NCT05283720,"Diffuse Large B-cell Lymphoma",3L
NCT05283720,"Diffuse Large B-cell Lymphoma",4L
NCT05283720,"Diffuse Large B-cell Lymphoma","Newly Diagnosed"
NCT05283720,"Follicular Lymphoma",2L
NCT05283720,"Follicular Lymphoma",3L
NCT05283720,"Follicular Lymphoma",4L
NCT05283720,"Mantle Cell Lymphoma",1L
NCT05283720,"Mantle Cell Lymphoma",3L
NCT05283720,"Mantle Cell Lymphoma",4L
NCT05283720,"Marginal Zone Lymphoma",1L
NCT05283720,"Marginal Zone Lymphoma",3L
NCT05283720,"Marginal Zone Lymphoma",4L
NCT05283720,"Non-Hodgkin Lymphoma",2L
NCT05283720,"Non-Hodgkin Lymphoma",3L
NCT05283720,"Non-Hodgkin Lymphoma",4L
NCT05288777,"Breast Cancer",Adjuvant
NCT05293496,"Hepatocellular Carcinoma",2L
NCT05293496,Melanoma,2L
NCT05293496,"Ovarian Cancer",2L
NCT05293496,"Pancreatic Cancer",2L
NCT05293496,"Prostate Cancer",2L
NCT05293496,"Renal Cell Carcinoma",2L
NCT05293496,"Solid Tumors",2L
NCT05296070,"Marginal Zone Lymphoma",2L
NCT05296070,"Marginal Zone Lymphoma",3L
NCT05296070,"Marginal Zone Lymphoma",4L
NCT05297552,"Bladder Cancer",Adjuvant
NCT05297552,"Bladder Cancer",Neoadjuvant
NCT05302284,"Bladder Cancer",1L
NCT05303792,"Acute Lymphocytic Leukemia",1L
NCT05303792,"Lymphoblastic Lymphoma",1L
NCT05308225,"Multiple Myeloma",">= 3PL"
NCT05311397,"Breast Cancer",2L
NCT05311397,"Solid Tumors",2L
NCT05313243,"Anaplastic Large Cell Lymphoma",1L
NCT05313243,"Cutaneous T-cell Lymphoma",1L
NCT05313243,"Enteropathy-Associated T-cell Lymphoma",1L
NCT05313243,"Non-Hodgkin Lymphoma",1L
NCT05313243,"Peripheral T-cell Lymphoma",1L
NCT05313243,"T-cell lymphoma",1L
NCT05316246,"NK-cell lymphoma",2L
NCT05316246,"T-cell lymphoma",2L
NCT05323045,"Cervical Cancer",1L
NCT05323045,"Cervical Cancer",2L
NCT05323045,"Head and Neck Cancer",1L
NCT05323045,"Head and Neck Cancer",2L
NCT05323045,Melanoma,1L
NCT05323045,Melanoma,2L
NCT05323045,"Pancreatic Cancer",1L
NCT05323045,"Pancreatic Cancer",2L
NCT05323045,"Renal Cell Carcinoma",1L
NCT05323045,"Renal Cell Carcinoma",2L
NCT05323045,"Solid Tumors",1L
NCT05323045,"Solid Tumors",2L
NCT05323955,"Breast Cancer",1L
NCT05323955,"Breast Cancer",2L
NCT05323955,"Breast Cancer",Maintenance
NCT05327530,"Bladder Cancer",Maintenance
NCT05329545,"Fallopian tube Cancer",Maintenance
NCT05329545,"Ovarian Cancer",Maintenance
NCT05329545,"Peritoneal Cancer",Maintenance
NCT05331326,"Breast Cancer",2L
NCT05332561,"Breast Cancer",Adjuvant
NCT05332561,"Triple-Negative Breast Cancer",Adjuvant
NCT05333809,"Colorectal Cancer",3L
NCT05334810,"Breast Cancer",3L
NCT05334810,"Breast Cancer",4L
NCT05338957,"Solid Tumors",2L
NCT05338970,"Non-small Cell Lung Cancer",2L
NCT05338970,"Non-small Cell Lung Cancer",3L
NCT05339685,"Breast Cancer",1L
NCT05339685,"Gastrointestinal Cancer",1L
NCT05339685,"Solid Tumors",1L
NCT05339685,"Triple-Negative Breast Cancer",1L
NCT05346328,"Breast Cancer",2L
NCT05347134,"Breast Cancer",2L
NCT05347134,"Breast Cancer",3L
NCT05347134,"Triple-Negative Breast Cancer",2L
NCT05347134,"Triple-Negative Breast Cancer",3L
NCT05349409,"Solid Tumors",1L
NCT05350917,"Colorectal Cancer",1L
NCT05350917,"Colorectal Cancer",2L
NCT05351788,"Non-small Cell Lung Cancer",1L
NCT05351788,"Non-small Cell Lung Cancer",2L
NCT05353361,"Breast Cancer",1L
NCT05353361,"Breast Cancer",2L
NCT05356351,"Bladder Cancer",Neoadjuvant
NCT05365659,"B-cell Lymphoma",1L
NCT05365659,"B-cell Lymphoma",2L
NCT05365659,"B-cell Lymphoma",3L
NCT05365659,"Diffuse Large B-cell Lymphoma",1L
NCT05365659,"Diffuse Large B-cell Lymphoma",2L
NCT05365659,"Diffuse Large B-cell Lymphoma",3L
NCT05365659,"Follicular Lymphoma",1L
