nct_id,indication_id,indication
NCT05660395,376,"B-cell Lymphoma"
NCT05660395,382,"Diffuse Large B-cell Lymphoma"
NCT05662904,358,"Acute Myeloid Leukemia"
NCT05671822,326,"Gastric Cancer"
NCT05672251,363,"Chronic Lymphocytic Leukemia"
NCT05672251,376,"B-cell Lymphoma"
NCT05672251,382,"Diffuse Large B-cell Lymphoma"
NCT05672251,383,"Follicular Lymphoma"
NCT05672251,387,"Non-Hodgkin Lymphoma"
NCT05672251,389,"Primary Mediastinal B-cell Lymphoma"
NCT05673785,375,"Anaplastic Large Cell Lymphoma"
NCT05673785,388,"Peripheral T-cell Lymphoma"
NCT05673785,390,"T-cell lymphoma"
NCT05673785,737,"Enteropathy-Associated T-cell Lymphoma"
NCT05673928,306,"Breast Cancer"
NCT05673928,326,"Gastric Cancer"
NCT05673928,414,"Solid Tumors"
NCT05675410,751,"Hodgkin Lymphoma"
NCT05675579,306,"Breast Cancer"
NCT05675579,307,"Triple-Negative Breast Cancer"
NCT05678205,306,"Breast Cancer"
NCT05678205,326,"Gastric Cancer"
NCT05678205,327,"Gastroesophageal Junction"
NCT05678205,414,"Solid Tumors"
NCT05680662,306,"Breast Cancer"
NCT05680662,307,"Triple-Negative Breast Cancer"
NCT05687266,373,"Non-small Cell Lung Cancer"
NCT05688605,353,"Head and Neck Cancer"
NCT05688605,354,"Nasopharyngeal Carcinoma"
NCT05688605,373,"Non-small Cell Lung Cancer"
NCT05688605,414,"Solid Tumors"
NCT05688605,415,"Squamous Cell Carcinoma"
NCT05703555,306,"Breast Cancer"
NCT05703555,326,"Gastric Cancer"
NCT05703555,371,"Lung Cancer"
NCT05703555,373,"Non-small Cell Lung Cancer"
NCT05704829,306,"Breast Cancer"
NCT05710666,306,"Breast Cancer"
NCT05714839,392,"Multiple Myeloma"
NCT05716009,358,"Acute Myeloid Leukemia"
NCT05718895,414,"Solid Tumors"
NCT05720117,306,"Breast Cancer"
NCT05720117,317,"Thyroid Cancer"
NCT05720117,331,"Hepatocellular Carcinoma"
NCT05720117,332,"Pancreatic Cancer"
NCT05720117,338,"Renal Cell Carcinoma"
NCT05720117,347,"Ovarian Cancer"
NCT05720117,373,"Non-small Cell Lung Cancer"
NCT05720117,408,"Soft Tissue Sarcoma"
NCT05720117,414,"Solid Tumors"
NCT05720533,326,"Gastric Cancer"
NCT05721222,338,"Renal Cell Carcinoma"
NCT05721222,354,"Nasopharyngeal Carcinoma"
NCT05721222,387,"Non-Hodgkin Lymphoma"
NCT05721222,414,"Solid Tumors"
NCT05726175,306,"Breast Cancer"
NCT05735496,414,"Solid Tumors"
NCT05744375,306,"Breast Cancer"
NCT05744427,306,"Breast Cancer"
NCT05744427,322,"Biliary Tract Cancer"
NCT05744427,323,"Colorectal Cancer"
NCT05744427,326,"Gastric Cancer"
NCT05744427,327,"Gastroesophageal Junction"
NCT05744427,373,"Non-small Cell Lung Cancer"
NCT05744427,414,"Solid Tumors"
NCT05745740,373,"Non-small Cell Lung Cancer"
NCT05748171,357,"Acute Lymphocytic Leukemia"
NCT05751512,353,"Head and Neck Cancer"
NCT05754853,333,"Bladder Cancer"
NCT05755048,306,"Breast Cancer"
NCT05756569,333,"Bladder Cancer"
NCT05756569,415,"Squamous Cell Carcinoma"
NCT05765032,371,"Lung Cancer"
NCT05765032,373,"Non-small Cell Lung Cancer"
NCT05765032,414,"Solid Tumors"
NCT05765851,306,"Breast Cancer"
NCT05765851,326,"Gastric Cancer"
NCT05765851,373,"Non-small Cell Lung Cancer"
NCT05765851,414,"Solid Tumors"
NCT05769010,306,"Breast Cancer"
NCT05770531,306,"Breast Cancer"
NCT05770531,307,"Triple-Negative Breast Cancer"
NCT05773937,333,"Bladder Cancer"
NCT05773937,414,"Solid Tumors"
NCT05775471,333,"Bladder Cancer"
NCT05785325,323,"Colorectal Cancer"
NCT05785728,317,"Thyroid Cancer"
NCT05785728,414,"Solid Tumors"
NCT05785741,306,"Breast Cancer"
NCT05785741,337,"Prostate Cancer"
NCT05785741,353,"Head and Neck Cancer"
NCT05785741,373,"Non-small Cell Lung Cancer"
NCT05785741,414,"Solid Tumors"
NCT05789303,392,"Multiple Myeloma"
NCT05792410,306,"Breast Cancer"
NCT05795101,306,"Breast Cancer"
NCT05797168,347,"Ovarian Cancer"
NCT05797168,373,"Non-small Cell Lung Cancer"
NCT05797168,414,"Solid Tumors"
NCT05798156,376,"B-cell Lymphoma"
NCT05800366,375,"Anaplastic Large Cell Lymphoma"
NCT05800366,376,"B-cell Lymphoma"
NCT05800366,382,"Diffuse Large B-cell Lymphoma"
NCT05804526,372,Mesothelioma
NCT05804526,414,"Solid Tumors"
NCT05805371,337,"Prostate Cancer"
NCT05810103,414,"Solid Tumors"
NCT05814354,306,"Breast Cancer"
NCT05816252,373,"Non-small Cell Lung Cancer"
NCT05821933,373,"Non-small Cell Lung Cancer"
NCT05824325,306,"Breast Cancer"
NCT05830097,306,"Breast Cancer"
NCT05830097,323,"Colorectal Cancer"
NCT05830097,324,"Esophageal Cancer"
NCT05830097,332,"Pancreatic Cancer"
NCT05830097,371,"Lung Cancer"
NCT05830097,414,"Solid Tumors"
NCT05830123,406,Osteosarcoma
NCT05833867,333,"Bladder Cancer"
NCT05834764,306,"Breast Cancer"
NCT05836948,414,"Solid Tumors"
NCT05838521,342,"Cervical Cancer"
NCT05840211,306,"Breast Cancer"
NCT05845138,306,"Breast Cancer"
NCT05845450,323,"Colorectal Cancer"
NCT05845814,333,"Bladder Cancer"
NCT05847569,392,"Multiple Myeloma"
NCT05847764,373,"Non-small Cell Lung Cancer"
NCT05848466,306,"Breast Cancer"
NCT05848466,322,"Biliary Tract Cancer"
NCT05848466,323,"Colorectal Cancer"
NCT05848466,326,"Gastric Cancer"
NCT05848466,333,"Bladder Cancer"
NCT05848466,373,"Non-small Cell Lung Cancer"
NCT05848466,414,"Solid Tumors"
NCT05849246,373,"Non-small Cell Lung Cancer"
NCT05853965,392,"Multiple Myeloma"
NCT05865990,306,"Breast Cancer"
NCT05865990,307,"Triple-Negative Breast Cancer"
NCT05865990,371,"Lung Cancer"
NCT05865990,373,"Non-small Cell Lung Cancer"
NCT05865990,414,"Solid Tumors"
NCT05866354,414,"Solid Tumors"
NCT05866432,307,"Triple-Negative Breast Cancer"
NCT05868226,306,"Breast Cancer"
NCT05868226,307,"Triple-Negative Breast Cancer"
NCT05868226,414,"Solid Tumors"
NCT05868265,333,"Bladder Cancer"
NCT05868395,385,"Mantle Cell Lymphoma"
NCT05870319,373,"Non-small Cell Lung Cancer"
NCT05870748,344,"Fallopian tube Cancer"
NCT05870748,347,"Ovarian Cancer"
NCT05870748,348,"Peritoneal Cancer"
NCT05872295,306,"Breast Cancer"
NCT05872295,326,"Gastric Cancer"
NCT05872295,327,"Gastroesophageal Junction"
NCT05872295,414,"Solid Tumors"
NCT05873712,363,"Chronic Lymphocytic Leukemia"
NCT05873712,382,"Diffuse Large B-cell Lymphoma"
NCT05873712,387,"Non-Hodgkin Lymphoma"
NCT05873712,749,Thrombocytopenia
NCT05873712,754,"Small Lymphocytic Lymphoma"
NCT05874193,392,"Multiple Myeloma"
NCT05875168,306,"Breast Cancer"
NCT05875168,322,"Biliary Tract Cancer"
NCT05875168,332,"Pancreatic Cancer"
NCT05875168,333,"Bladder Cancer"
NCT05875168,347,"Ovarian Cancer"
NCT05875168,373,"Non-small Cell Lung Cancer"
NCT05875168,414,"Solid Tumors"
NCT05879627,331,"Hepatocellular Carcinoma"
NCT05879627,414,"Solid Tumors"
NCT05879653,333,"Bladder Cancer"
NCT05884320,353,"Head and Neck Cancer"
NCT05887609,344,"Fallopian tube Cancer"
NCT05887609,347,"Ovarian Cancer"
NCT05887609,348,"Peritoneal Cancer"
NCT05894824,326,"Gastric Cancer"
NCT05894824,327,"Gastroesophageal Junction"
NCT05896020,342,"Cervical Cancer"
NCT05896020,343,"Endometrial Cancer"
NCT05896020,347,"Ovarian Cancer"
NCT05898373,353,"Head and Neck Cancer"
NCT05900206,306,"Breast Cancer"
NCT05901935,306,"Breast Cancer"
NCT05904106,358,"Acute Myeloid Leukemia"
NCT05904964,306,"Breast Cancer"
NCT05911295,333,"Bladder Cancer"
NCT05911958,306,"Breast Cancer"
NCT05912205,333,"Bladder Cancer"
NCT05912816,333,"Bladder Cancer"
NCT05914116,324,"Esophageal Cancer"
NCT05914116,337,"Prostate Cancer"
NCT05914116,373,"Non-small Cell Lung Cancer"
NCT05914116,374,"Small Cell Lung Cancer"
NCT05914116,410,Melanoma
NCT05914116,414,"Solid Tumors"
NCT05914545,414,"Solid Tumors"
NCT05915351,332,"Pancreatic Cancer"
NCT05919212,306,"Breast Cancer"
NCT05922501,392,"Multiple Myeloma"
NCT05922904,751,"Hodgkin Lymphoma"
NCT05923008,414,"Solid Tumors"
NCT05923190,333,"Bladder Cancer"
NCT05924256,353,"Head and Neck Cancer"
NCT05924750,358,"Acute Myeloid Leukemia"
NCT05928897,326,"Gastric Cancer"
NCT05930951,351,"Adenoid Cystic Carcinoma"
NCT05934331,326,"Gastric Cancer"
NCT05934331,332,"Pancreatic Cancer"
NCT05940051,382,"Diffuse Large B-cell Lymphoma"
NCT05940064,382,"Diffuse Large B-cell Lymphoma"
NCT05940896,324,"Esophageal Cancer"
NCT05940896,333,"Bladder Cancer"
NCT05940896,342,"Cervical Cancer"
NCT05940896,353,"Head and Neck Cancer"
NCT05940896,414,"Solid Tumors"
NCT05940961,357,"Acute Lymphocytic Leukemia"
NCT05940961,732,"B-cell Acute Lymphocytic Leukemia"
NCT05941507,303,Glioblastoma
NCT05941507,306,"Breast Cancer"
NCT05941507,307,"Triple-Negative Breast Cancer"
NCT05941507,321,"Anal Cancer"
NCT05941507,326,"Gastric Cancer"
NCT05941507,332,"Pancreatic Cancer"
NCT05941507,333,"Bladder Cancer"
NCT05941507,342,"Cervical Cancer"
NCT05941507,343,"Endometrial Cancer"
NCT05941507,347,"Ovarian Cancer"
NCT05941507,353,"Head and Neck Cancer"
NCT05941507,371,"Lung Cancer"
NCT05941507,373,"Non-small Cell Lung Cancer"
NCT05941507,414,"Solid Tumors"
NCT05943379,333,"Bladder Cancer"
NCT05947344,358,"Acute Myeloid Leukemia"
NCT05947344,368,"Myelodysplastic Syndrome"
NCT05947344,396,"Myeloproliferative Neoplasm"
NCT05948865,306,"Breast Cancer"
NCT05948865,323,"Colorectal Cancer"
NCT05948865,353,"Head and Neck Cancer"
NCT05948865,371,"Lung Cancer"
NCT05948865,373,"Non-small Cell Lung Cancer"
NCT05948865,414,"Solid Tumors"
NCT05949619,373,"Non-small Cell Lung Cancer"
NCT05949619,414,"Solid Tumors"
NCT05950945,306,"Breast Cancer"
NCT05953168,306,"Breast Cancer"
NCT05953168,307,"Triple-Negative Breast Cancer"
NCT05954143,306,"Breast Cancer"
NCT05955209,337,"Prostate Cancer"
NCT05955261,358,"Acute Myeloid Leukemia"
NCT05955261,368,"Myelodysplastic Syndrome"
NCT05957471,414,"Solid Tumors"
NCT05957757,333,"Bladder Cancer"
NCT05966233,376,"B-cell Lymphoma"
NCT05966233,382,"Diffuse Large B-cell Lymphoma"
NCT05971251,363,"Chronic Lymphocytic Leukemia"
NCT05971251,754,"Small Lymphocytic Lymphoma"
NCT05979740,333,"Bladder Cancer"
NCT05980416,324,"Esophageal Cancer"
NCT05980416,326,"Gastric Cancer"
NCT05980416,327,"Gastroesophageal Junction"
NCT05980416,328,"Gastrointestinal Cancer"
NCT05980416,332,"Pancreatic Cancer"
NCT05980416,414,"Solid Tumors"
NCT05980481,326,"Gastric Cancer"
NCT05982678,306,"Breast Cancer"
NCT05982834,326,"Gastric Cancer"
NCT05990452,414,"Solid Tumors"
NCT05991349,414,"Solid Tumors"
NCT05991388,382,"Diffuse Large B-cell Lymphoma"
NCT05991388,387,"Non-Hodgkin Lymphoma"
NCT05991388,389,"Primary Mediastinal B-cell Lymphoma"
NCT05991388,739,"Burkitt Lymphoma"
NCT05994001,322,"Biliary Tract Cancer"
NCT05996952,333,"Bladder Cancer"
NCT06000033,306,"Breast Cancer"
NCT06001255,337,"Prostate Cancer"
NCT06001255,414,"Solid Tumors"
NCT06003231,343,"Endometrial Cancer"
NCT06003231,347,"Ovarian Cancer"
NCT06003231,353,"Head and Neck Cancer"
NCT06003231,371,"Lung Cancer"
NCT06003231,373,"Non-small Cell Lung Cancer"
NCT06003231,414,"Solid Tumors"
NCT06005740,331,"Hepatocellular Carcinoma"
NCT06005740,414,"Solid Tumors"
NCT06007729,353,"Head and Neck Cancer"
NCT06007729,414,"Solid Tumors"
NCT06008054,323,"Colorectal Cancer"
NCT06008054,324,"Esophageal Cancer"
NCT06008054,326,"Gastric Cancer"
NCT06008054,328,"Gastrointestinal Cancer"
NCT06008366,414,"Solid Tumors"
NCT06012435,373,"Non-small Cell Lung Cancer"
NCT06014190,343,"Endometrial Cancer"
NCT06014190,344,"Fallopian tube Cancer"
NCT06014190,347,"Ovarian Cancer"
NCT06014190,348,"Peritoneal Cancer"
NCT06014190,414,"Solid Tumors"
NCT06014658,306,"Breast Cancer"
NCT06014658,307,"Triple-Negative Breast Cancer"
NCT06014658,373,"Non-small Cell Lung Cancer"
NCT06014658,414,"Solid Tumors"
NCT06015048,414,"Solid Tumors"
NCT06015880,376,"B-cell Lymphoma"
NCT06015880,382,"Diffuse Large B-cell Lymphoma"
NCT06015880,387,"Non-Hodgkin Lymphoma"
NCT06018337,306,"Breast Cancer"
PACTR202201721209443,306,"Breast Cancer"
PER-067-21,306,"Breast Cancer"
PER-070-21,361,"B-cell Leukemia"
PER-070-21,376,"B-cell Lymphoma"
PER-070-21,379,"Central Nervous System Lymphoma"
PER-070-21,382,"Diffuse Large B-cell Lymphoma"
PER-070-21,387,"Non-Hodgkin Lymphoma"
PER-082-14,306,"Breast Cancer"
PER-082-14,326,"Gastric Cancer"
PER-082-14,328,"Gastrointestinal Cancer"
