nct_id,indication,population
NCT05582499,"Breast Cancer",Resectable
NCT05582499,"Triple-Negative Breast Cancer",Advanced
NCT05582499,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05582499,"Triple-Negative Breast Cancer",Metastatic
NCT05582499,"Triple-Negative Breast Cancer",Resectable
NCT05584709,"Colorectal Cancer",Advanced
NCT05584709,"Colorectal Cancer",Refractory
NCT05584709,"Colorectal Cancer",Relapsed
NCT05584709,"Esophageal Cancer",Advanced
NCT05584709,"Esophageal Cancer",Refractory
NCT05584709,"Esophageal Cancer",Relapsed
NCT05584709,"Head and Neck Cancer",Advanced
NCT05584709,"Head and Neck Cancer",Refractory
NCT05584709,"Head and Neck Cancer",Relapsed
NCT05584709,"Lung Cancer",Advanced
NCT05584709,"Lung Cancer",Refractory
NCT05584709,"Lung Cancer",Relapsed
NCT05584709,"Solid Tumors",Advanced
NCT05584709,"Solid Tumors",Refractory
NCT05584709,"Solid Tumors",Relapsed
NCT05586061,"Gastric Cancer",Advanced
NCT05586061,"Gastric Cancer","Locally Advanced"
NCT05586061,"Gastric Cancer",Metastatic
NCT05586061,"Gastric Cancer",Relapsed
NCT05586061,"Gastric Cancer",Unresectable
NCT05593094,"Breast Cancer",Advanced
NCT05593094,"Breast Cancer","Locally Advanced"
NCT05593094,"Breast Cancer",Metastatic
NCT05593094,"Breast Cancer",Refractory
NCT05593094,"Breast Cancer",Relapsed
NCT05593094,"Breast Cancer",Unresectable
NCT05593094,"Gastric Cancer",Advanced
NCT05593094,"Gastric Cancer","Locally Advanced"
NCT05593094,"Gastric Cancer",Metastatic
NCT05593094,"Gastric Cancer",Refractory
NCT05593094,"Gastric Cancer",Relapsed
NCT05593094,"Gastric Cancer",Unresectable
NCT05593094,"Solid Tumors",Advanced
NCT05593094,"Solid Tumors","Locally Advanced"
NCT05593094,"Solid Tumors",Metastatic
NCT05593094,"Solid Tumors",Refractory
NCT05593094,"Solid Tumors",Relapsed
NCT05593094,"Solid Tumors",Unresectable
NCT05594095,"Breast Cancer",Advanced
NCT05594095,"Breast Cancer","Locally Advanced"
NCT05594095,"Breast Cancer",Metastatic
NCT05594095,"Breast Cancer",Relapsed
NCT05594875,"Solid Tumors",Advanced
NCT05594875,"Solid Tumors",Metastatic
NCT05594875,"Solid Tumors",Refractory
NCT05594875,"Solid Tumors",Relapsed
NCT05594875,"Solid Tumors",Unresectable
NCT05595447,"Hodgkin Lymphoma",Refractory
NCT05595447,"Hodgkin Lymphoma",Relapsed
NCT05599360,"Acute Myeloid Leukemia",Relapsed
NCT05600686,"B-cell Lymphoma",Relapsed
NCT05600686,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05601401,"Head and Neck Cancer",Advanced
NCT05601401,"Head and Neck Cancer","Locally Advanced"
NCT05601401,"Head and Neck Cancer",Metastatic
NCT05601401,"Head and Neck Cancer",Refractory
NCT05601401,"Head and Neck Cancer",Resectable
NCT05609968,"Non-small Cell Lung Cancer",Metastatic
NCT05609968,"Non-small Cell Lung Cancer",Relapsed
NCT05611853,"B-cell Lymphoma",Advanced
NCT05611853,"B-cell Lymphoma",Refractory
NCT05611853,"B-cell Lymphoma",Relapsed
NCT05611853,"Diffuse Large B-cell Lymphoma",Advanced
NCT05611853,"Diffuse Large B-cell Lymphoma",Refractory
NCT05611853,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05611853,"Follicular Lymphoma",Advanced
NCT05611853,"Follicular Lymphoma",Refractory
NCT05611853,"Follicular Lymphoma",Relapsed
NCT05611853,"Mantle Cell Lymphoma",Advanced
NCT05611853,"Mantle Cell Lymphoma",Refractory
NCT05611853,"Mantle Cell Lymphoma",Relapsed
NCT05611853,"Marginal Zone Lymphoma",Advanced
NCT05611853,"Marginal Zone Lymphoma",Refractory
NCT05611853,"Marginal Zone Lymphoma",Relapsed
NCT05611853,"Non-Hodgkin Lymphoma",Advanced
NCT05611853,"Non-Hodgkin Lymphoma",Refractory
NCT05611853,"Non-Hodgkin Lymphoma",Relapsed
NCT05613088,"Fallopian tube Cancer",Refractory
NCT05613088,"Ovarian Cancer",Refractory
NCT05613088,"Peritoneal Cancer",Refractory
NCT05615636,"B-cell Lymphoma",Refractory
NCT05615636,"B-cell Lymphoma",Relapsed
NCT05615636,"Diffuse Large B-cell Lymphoma",Refractory
NCT05615636,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05615636,"Follicular Lymphoma","Grade 1"
NCT05615636,"Follicular Lymphoma","Grade 2"
NCT05615636,"Follicular Lymphoma","Grade 3a"
NCT05615636,"Follicular Lymphoma",Refractory
NCT05615636,"Follicular Lymphoma",Relapsed
NCT05615636,"Hodgkin Lymphoma",Refractory
NCT05615636,"Hodgkin Lymphoma",Relapsed
NCT05615636,"Non-Hodgkin Lymphoma",Refractory
NCT05615636,"Non-Hodgkin Lymphoma",Relapsed
NCT05620017,"Solid Tumors",Advanced
NCT05620017,"Solid Tumors",Metastatic
NCT05620017,"Solid Tumors",Refractory
NCT05620914,"Biliary Tract Cancer",Metastatic
NCT05620914,"Biliary Tract Cancer",Resectable
NCT05620914,"Bladder Cancer",Metastatic
NCT05620914,"Bladder Cancer",Resectable
NCT05620914,"Colorectal Cancer",Metastatic
NCT05620914,"Colorectal Cancer",Resectable
NCT05620914,"Gastric Cancer",Metastatic
NCT05620914,"Gastric Cancer",Resectable
NCT05620914,"Lung Cancer",Metastatic
NCT05620914,"Lung Cancer",Resectable
NCT05620914,Melanoma,Metastatic
NCT05620914,Melanoma,Resectable
NCT05620914,"Non-small Cell Lung Cancer",Metastatic
NCT05620914,"Non-small Cell Lung Cancer",Resectable
NCT05620914,"Prostate Cancer",Metastatic
NCT05620914,"Prostate Cancer",Resectable
NCT05620914,"Small Cell Lung Cancer",Metastatic
NCT05620914,"Small Cell Lung Cancer",Resectable
NCT05620914,"Solid Tumors",Metastatic
NCT05620914,"Solid Tumors",Resectable
NCT05622591,"Acute Myeloid Leukemia",Refractory
NCT05622591,"Acute Myeloid Leukemia",Relapsed
NCT05622890,"Fallopian tube Cancer",Advanced
NCT05622890,"Fallopian tube Cancer",Refractory
NCT05622890,"Fallopian tube Cancer",Relapsed
NCT05622890,"Ovarian Cancer",Advanced
NCT05622890,"Ovarian Cancer",Refractory
NCT05622890,"Ovarian Cancer",Relapsed
NCT05622890,"Peritoneal Cancer",Advanced
NCT05622890,"Peritoneal Cancer",Refractory
NCT05622890,"Peritoneal Cancer",Relapsed
NCT05627414,"Gastric Cancer",Relapsed
NCT05627414,"Gastric Cancer",Unresectable
NCT05627960,"Breast Cancer",Advanced
NCT05627960,"Breast Cancer",Metastatic
NCT05627960,"Breast Cancer",Refractory
NCT05627960,"Breast Cancer",Relapsed
NCT05627960,"Lung Cancer",Advanced
NCT05627960,"Lung Cancer",Metastatic
NCT05627960,"Lung Cancer",Refractory
NCT05627960,"Lung Cancer",Relapsed
NCT05627960,Mesothelioma,Advanced
NCT05627960,Mesothelioma,Metastatic
NCT05627960,Mesothelioma,Refractory
NCT05627960,Mesothelioma,Relapsed
NCT05627960,"Non-small Cell Lung Cancer",Advanced
NCT05627960,"Non-small Cell Lung Cancer",Metastatic
NCT05627960,"Non-small Cell Lung Cancer",Refractory
NCT05627960,"Non-small Cell Lung Cancer",Relapsed
NCT05627960,"Solid Tumors",Advanced
NCT05627960,"Solid Tumors",Metastatic
NCT05627960,"Solid Tumors",Refractory
NCT05627960,"Solid Tumors",Relapsed
NCT05627960,"Triple-Negative Breast Cancer",Advanced
NCT05627960,"Triple-Negative Breast Cancer",Metastatic
NCT05627960,"Triple-Negative Breast Cancer",Refractory
NCT05627960,"Triple-Negative Breast Cancer",Relapsed
NCT05628857,"Colorectal Cancer",Advanced
NCT05628857,"Colorectal Cancer","Locally Advanced"
NCT05628857,"Colorectal Cancer",Metastatic
NCT05628857,"Esophageal Cancer",Advanced
NCT05628857,"Esophageal Cancer","Locally Advanced"
NCT05628857,"Esophageal Cancer",Metastatic
NCT05628857,"Gallbladder Cancer",Advanced
NCT05628857,"Gallbladder Cancer","Locally Advanced"
NCT05628857,"Gallbladder Cancer",Metastatic
NCT05628857,"Gastric Cancer",Advanced
NCT05628857,"Gastric Cancer","Locally Advanced"
NCT05628857,"Gastric Cancer",Metastatic
NCT05628857,"Gastrointestinal Cancer",Advanced
NCT05628857,"Gastrointestinal Cancer","Locally Advanced"
NCT05628857,"Gastrointestinal Cancer",Metastatic
NCT05628857,"Hepatocellular Carcinoma",Advanced
NCT05628857,"Hepatocellular Carcinoma","Locally Advanced"
NCT05628857,"Hepatocellular Carcinoma",Metastatic
NCT05628857,"Pancreatic Cancer",Advanced
NCT05628857,"Pancreatic Cancer","Locally Advanced"
NCT05628857,"Pancreatic Cancer",Metastatic
NCT05629585,"Breast Cancer",Relapsed
NCT05629585,"Triple-Negative Breast Cancer",Relapsed
NCT05631262,"Nasopharyngeal Carcinoma",Advanced
NCT05631262,"Nasopharyngeal Carcinoma","Locally Advanced"
NCT05631262,"Nasopharyngeal Carcinoma",Metastatic
NCT05631262,"Nasopharyngeal Carcinoma",Relapsed
NCT05631262,"Non-small Cell Lung Cancer",Advanced
NCT05631262,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05631262,"Non-small Cell Lung Cancer",Metastatic
NCT05631262,"Non-small Cell Lung Cancer",Relapsed
NCT05631262,"Solid Tumors",Advanced
NCT05631262,"Solid Tumors","Locally Advanced"
NCT05631262,"Solid Tumors",Metastatic
NCT05631262,"Solid Tumors",Relapsed
NCT05631964,"Solid Tumors",Advanced
NCT05631964,"Solid Tumors","Locally Advanced"
NCT05631964,"Solid Tumors",Metastatic
NCT05631964,"Solid Tumors",Relapsed
NCT05633615,"B-cell Lymphoma",Refractory
NCT05633615,"B-cell Lymphoma",Relapsed
NCT05633615,"Diffuse Large B-cell Lymphoma",Refractory
NCT05633615,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05633615,"Follicular Lymphoma","Grade 2"
NCT05633615,"Follicular Lymphoma","Grade 3b"
NCT05633615,"Follicular Lymphoma",Refractory
NCT05633615,"Follicular Lymphoma",Relapsed
NCT05633654,"Breast Cancer",Relapsed
NCT05633654,"Breast Cancer",Resectable
NCT05633654,"Triple-Negative Breast Cancer",Metastatic
NCT05633654,"Triple-Negative Breast Cancer",Relapsed
NCT05633654,"Triple-Negative Breast Cancer",Resectable
NCT05633667,"Lung Cancer",Advanced
NCT05633667,"Lung Cancer",Metastatic
NCT05633667,"Lung Cancer",Relapsed
NCT05633667,"Lung Cancer",Resectable
NCT05633667,"Non-small Cell Lung Cancer",Advanced
NCT05633667,"Non-small Cell Lung Cancer",Metastatic
NCT05633667,"Non-small Cell Lung Cancer","Non Squamous"
NCT05633667,"Non-small Cell Lung Cancer",Relapsed
NCT05633667,"Non-small Cell Lung Cancer",Resectable
NCT05633979,"Breast Cancer",Metastatic
NCT05633979,"Breast Cancer",Refractory
NCT05633979,"Breast Cancer",Unresectable
NCT05635487,"Breast Cancer",Resectable
NCT05636215,"Solid Tumors",Advanced
NCT05636215,"Solid Tumors","Locally Advanced"
NCT05636215,"Solid Tumors",Metastatic
NCT05636215,"Solid Tumors",Unresectable
NCT05642780,"Bladder Cancer","Locally Advanced"
NCT05642780,"Bladder Cancer",Metastatic
NCT05642780,"Bladder Cancer",Relapsed
NCT05642780,"Cervical Cancer","Locally Advanced"
NCT05642780,"Cervical Cancer",Metastatic
NCT05642780,"Cervical Cancer",Relapsed
NCT05642780,"Ovarian Cancer","Locally Advanced"
NCT05642780,"Ovarian Cancer",Metastatic
NCT05642780,"Ovarian Cancer",Relapsed
NCT05642780,"Prostate Cancer","Locally Advanced"
NCT05642780,"Prostate Cancer",Metastatic
NCT05642780,"Prostate Cancer",Relapsed
NCT05642780,"Solid Tumors","Locally Advanced"
NCT05642780,"Solid Tumors",Metastatic
NCT05642780,"Solid Tumors",Relapsed
NCT05645718,"Acute Lymphocytic Leukemia",Refractory
NCT05645718,"Acute Lymphocytic Leukemia",Relapsed
NCT05645718,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT05645718,"B-cell Acute Lymphocytic Leukemia",Relapsed
NCT05647512,"Multiple Myeloma",Refractory
NCT05647512,"Multiple Myeloma",Relapsed
NCT05650879,"Breast Cancer",Advanced
NCT05650879,"Breast Cancer",Metastatic
NCT05650879,"Breast Cancer",Refractory
NCT05650879,"Breast Cancer",Unresectable
NCT05650879,"Non-small Cell Lung Cancer",Advanced
NCT05650879,"Non-small Cell Lung Cancer",Metastatic
NCT05650879,"Non-small Cell Lung Cancer","Non Squamous"
NCT05650879,"Non-small Cell Lung Cancer",Refractory
NCT05650879,"Non-small Cell Lung Cancer",Unresectable
NCT05652855,"Colorectal Cancer",Advanced
NCT05652855,"Colorectal Cancer","Locally Advanced"
NCT05652855,"Colorectal Cancer",Metastatic
NCT05652855,"Colorectal Cancer",Relapsed
NCT05652855,"Colorectal Cancer",Unresectable
NCT05652855,"Endometrial Cancer",Advanced
NCT05652855,"Endometrial Cancer","Locally Advanced"
NCT05652855,"Endometrial Cancer",Metastatic
NCT05652855,"Endometrial Cancer",Relapsed
NCT05652855,"Endometrial Cancer",Unresectable
NCT05652855,"Esophageal Cancer",Advanced
NCT05652855,"Esophageal Cancer","Locally Advanced"
NCT05652855,"Esophageal Cancer",Metastatic
NCT05652855,"Esophageal Cancer",Relapsed
NCT05652855,"Esophageal Cancer",Unresectable
NCT05652855,"Fallopian tube Cancer",Advanced
NCT05652855,"Fallopian tube Cancer","Locally Advanced"
NCT05652855,"Fallopian tube Cancer",Metastatic
NCT05652855,"Fallopian tube Cancer",Relapsed
NCT05652855,"Fallopian tube Cancer",Unresectable
NCT05652855,"Head and Neck Cancer",Advanced
NCT05652855,"Head and Neck Cancer","Locally Advanced"
NCT05652855,"Head and Neck Cancer",Metastatic
NCT05652855,"Head and Neck Cancer",Relapsed
NCT05652855,"Head and Neck Cancer",Unresectable
NCT05652855,"Hepatocellular Carcinoma",Advanced
NCT05652855,"Hepatocellular Carcinoma","Locally Advanced"
NCT05652855,"Hepatocellular Carcinoma",Metastatic
NCT05652855,"Hepatocellular Carcinoma",Relapsed
NCT05652855,"Hepatocellular Carcinoma",Unresectable
NCT05652855,Melanoma,Advanced
NCT05652855,Melanoma,"Locally Advanced"
NCT05652855,Melanoma,Metastatic
NCT05652855,Melanoma,Relapsed
NCT05652855,Melanoma,Unresectable
NCT05652855,"Non-small Cell Lung Cancer",Advanced
NCT05652855,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05652855,"Non-small Cell Lung Cancer",Metastatic
NCT05652855,"Non-small Cell Lung Cancer",Relapsed
NCT05652855,"Non-small Cell Lung Cancer",Unresectable
NCT05652855,"Ovarian Cancer",Advanced
NCT05652855,"Ovarian Cancer","Locally Advanced"
NCT05652855,"Ovarian Cancer",Metastatic
NCT05652855,"Ovarian Cancer",Relapsed
NCT05652855,"Ovarian Cancer",Unresectable
NCT05652855,"Pancreatic Cancer",Advanced
NCT05652855,"Pancreatic Cancer","Locally Advanced"
NCT05652855,"Pancreatic Cancer",Metastatic
NCT05652855,"Pancreatic Cancer",Relapsed
NCT05652855,"Pancreatic Cancer",Unresectable
NCT05652855,"Peritoneal Cancer",Advanced
NCT05652855,"Peritoneal Cancer","Locally Advanced"
NCT05652855,"Peritoneal Cancer",Metastatic
NCT05652855,"Peritoneal Cancer",Relapsed
NCT05652855,"Peritoneal Cancer",Unresectable
NCT05652855,"Prostate Cancer",Advanced
NCT05652855,"Prostate Cancer","Castration Resistant"
NCT05652855,"Prostate Cancer","Locally Advanced"
NCT05652855,"Prostate Cancer",Metastatic
NCT05652855,"Prostate Cancer",Relapsed
NCT05652855,"Prostate Cancer",Unresectable
NCT05652855,"Small Cell Lung Cancer",Advanced
NCT05652855,"Small Cell Lung Cancer","Locally Advanced"
NCT05652855,"Small Cell Lung Cancer",Metastatic
NCT05652855,"Small Cell Lung Cancer",Relapsed
NCT05652855,"Small Cell Lung Cancer",Unresectable
NCT05652855,"Solid Tumors",Advanced
NCT05652855,"Solid Tumors","Locally Advanced"
NCT05652855,"Solid Tumors",Metastatic
NCT05652855,"Solid Tumors",Relapsed
NCT05652855,"Solid Tumors",Unresectable
NCT05652855,"Thyroid Cancer",Advanced
NCT05652855,"Thyroid Cancer","Locally Advanced"
NCT05652855,"Thyroid Cancer",Metastatic
NCT05652855,"Thyroid Cancer",Relapsed
NCT05652855,"Thyroid Cancer",Unresectable
NCT05652868,"Lung Cancer",Advanced
NCT05652868,"Lung Cancer","Locally Advanced"
NCT05652868,"Lung Cancer",Metastatic
NCT05652868,"Lung Cancer",Refractory
NCT05652868,"Lung Cancer",Relapsed
NCT05652868,"Non-small Cell Lung Cancer",Advanced
NCT05652868,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05652868,"Non-small Cell Lung Cancer",Metastatic
NCT05652868,"Non-small Cell Lung Cancer","Non Squamous"
NCT05652868,"Non-small Cell Lung Cancer",Refractory
NCT05652868,"Non-small Cell Lung Cancer",Relapsed
NCT05652868,"Non-small Cell Lung Cancer",Squamous
NCT05653752,"Breast Cancer",Advanced
NCT05653752,"Breast Cancer","Locally Advanced"
NCT05653752,"Breast Cancer",Metastatic
NCT05653752,"Breast Cancer",Refractory
NCT05653752,"Breast Cancer",Unresectable
NCT05653752,"Non-small Cell Lung Cancer",Advanced
NCT05653752,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05653752,"Non-small Cell Lung Cancer",Metastatic
NCT05653752,"Non-small Cell Lung Cancer",Refractory
NCT05653752,"Non-small Cell Lung Cancer",Unresectable
NCT05656235,"Bladder Cancer","High Risk"
NCT05656235,"Bladder Cancer","Locally Advanced"
NCT05656235,"Bladder Cancer",Non-metastatic
NCT05656235,"Bladder Cancer",Refractory
NCT05656235,"Bladder Cancer",Relapsed
NCT05656235,"Bladder Cancer","Upper Tract"
NCT05657418,"Pancreatic Cancer",Advanced
NCT05657418,"Pancreatic Cancer","Locally Advanced"
NCT05657418,"Pancreatic Cancer",Metastatic
NCT05657418,"Pancreatic Cancer",Unresectable
NCT05657418,"Solid Tumors",Advanced
NCT05657418,"Solid Tumors","Locally Advanced"
NCT05657418,"Solid Tumors",Metastatic
NCT05657418,"Solid Tumors",Unresectable
NCT05658562,"B-cell Lymphoma","High Grade"
NCT05658562,"B-cell Lymphoma",Refractory
NCT05658562,"B-cell Lymphoma",Relapsed
NCT05658562,"Diffuse Large B-cell Lymphoma",Refractory
NCT05658562,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05660395,"B-cell Lymphoma","High Grade"
NCT05660395,"B-cell Lymphoma",Refractory
NCT05660395,"B-cell Lymphoma",Relapsed
NCT05660395,"Diffuse Large B-cell Lymphoma",Refractory
NCT05660395,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05662904,"Acute Myeloid Leukemia",Refractory
NCT05662904,"Acute Myeloid Leukemia",Relapsed
NCT05671822,"Gastric Cancer",Advanced
NCT05671822,"Gastric Cancer",Metastatic
NCT05671822,"Gastric Cancer",Refractory
NCT05671822,"Gastric Cancer",Unresectable
NCT05672251,"B-cell Lymphoma",Refractory
NCT05672251,"B-cell Lymphoma",Relapsed
NCT05672251,"Chronic Lymphocytic Leukemia",Refractory
NCT05672251,"Chronic Lymphocytic Leukemia",Relapsed
NCT05672251,"Diffuse Large B-cell Lymphoma",Refractory
NCT05672251,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05672251,"Follicular Lymphoma","Grade 3b"
NCT05672251,"Follicular Lymphoma",Refractory
NCT05672251,"Follicular Lymphoma",Relapsed
NCT05672251,"Non-Hodgkin Lymphoma",Refractory
NCT05672251,"Non-Hodgkin Lymphoma",Relapsed
NCT05672251,"Primary Mediastinal B-cell Lymphoma",Refractory
NCT05672251,"Primary Mediastinal B-cell Lymphoma",Relapsed
NCT05673928,"Breast Cancer",Metastatic
NCT05673928,"Gastric Cancer",Metastatic
NCT05673928,"Solid Tumors",Metastatic
NCT05675410,"Hodgkin Lymphoma",Relapsed
NCT05675579,"Breast Cancer",Metastatic
NCT05675579,"Breast Cancer",Relapsed
NCT05675579,"Triple-Negative Breast Cancer",Metastatic
NCT05675579,"Triple-Negative Breast Cancer",Relapsed
NCT05678205,"Breast Cancer",Advanced
NCT05678205,"Breast Cancer",Metastatic
NCT05678205,"Breast Cancer",Refractory
NCT05678205,"Breast Cancer",Relapsed
NCT05678205,"Breast Cancer",Unresectable
NCT05678205,"Gastric Cancer",Advanced
NCT05678205,"Gastric Cancer",Metastatic
NCT05678205,"Gastric Cancer",Refractory
NCT05678205,"Gastric Cancer",Relapsed
NCT05678205,"Gastric Cancer",Unresectable
NCT05678205,"Gastroesophageal Junction",Advanced
NCT05678205,"Gastroesophageal Junction",Metastatic
NCT05678205,"Gastroesophageal Junction",Refractory
NCT05678205,"Gastroesophageal Junction",Unresectable
NCT05678205,"Solid Tumors",Advanced
NCT05678205,"Solid Tumors",Metastatic
NCT05678205,"Solid Tumors",Refractory
NCT05678205,"Solid Tumors",Unresectable
NCT05680662,"Breast Cancer",Advanced
NCT05680662,"Breast Cancer","Locally Advanced"
NCT05680662,"Breast Cancer",Metastatic
NCT05680662,"Breast Cancer",Relapsed
NCT05680662,"Triple-Negative Breast Cancer",Advanced
NCT05680662,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05680662,"Triple-Negative Breast Cancer",Metastatic
NCT05680662,"Triple-Negative Breast Cancer",Relapsed
NCT05687266,"Non-small Cell Lung Cancer",Advanced
NCT05687266,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05687266,"Non-small Cell Lung Cancer",Metastatic
NCT05687266,"Non-small Cell Lung Cancer",Resectable
NCT05688605,"Head and Neck Cancer",Advanced
NCT05688605,"Head and Neck Cancer",Metastatic
NCT05688605,"Nasopharyngeal Carcinoma",Advanced
NCT05688605,"Nasopharyngeal Carcinoma",Metastatic
NCT05688605,"Non-small Cell Lung Cancer",Advanced
NCT05688605,"Non-small Cell Lung Cancer",Metastatic
NCT05688605,"Solid Tumors",Advanced
NCT05688605,"Solid Tumors",Metastatic
NCT05688605,"Squamous Cell Carcinoma",Advanced
NCT05688605,"Squamous Cell Carcinoma",Metastatic
NCT05703555,"Breast Cancer",Advanced
NCT05703555,"Breast Cancer",Metastatic
NCT05703555,"Breast Cancer",Relapsed
NCT05703555,"Gastric Cancer",Advanced
NCT05703555,"Gastric Cancer",Metastatic
NCT05703555,"Gastric Cancer",Relapsed
NCT05703555,"Lung Cancer",Advanced
NCT05703555,"Lung Cancer",Metastatic
NCT05703555,"Lung Cancer",Relapsed
NCT05703555,"Non-small Cell Lung Cancer",Advanced
NCT05703555,"Non-small Cell Lung Cancer",Metastatic
NCT05703555,"Non-small Cell Lung Cancer","Non Squamous"
NCT05703555,"Non-small Cell Lung Cancer",Relapsed
NCT05704829,"Breast Cancer",Advanced
NCT05704829,"Breast Cancer","Locally Advanced"
NCT05704829,"Breast Cancer",Relapsed
NCT05710666,"Breast Cancer",Loco-regional
NCT05710666,"Breast Cancer",Relapsed
NCT05710666,"Breast Cancer",Resectable
NCT05714839,"Multiple Myeloma",Refractory
NCT05714839,"Multiple Myeloma",Relapsed
NCT05714839,"Multiple Myeloma","Transplant Ineligible"
NCT05714839,"Multiple Myeloma","Transplant Not Intended"
NCT05716009,"Acute Myeloid Leukemia",Refractory
NCT05716009,"Acute Myeloid Leukemia",Relapsed
NCT05718895,"Solid Tumors",Advanced
NCT05718895,"Solid Tumors",Metastatic
NCT05720117,"Breast Cancer",Advanced
NCT05720117,"Breast Cancer",Metastatic
NCT05720117,"Breast Cancer",Refractory
NCT05720117,"Breast Cancer",Relapsed
NCT05720117,"Hepatocellular Carcinoma",Advanced
NCT05720117,"Hepatocellular Carcinoma",Metastatic
NCT05720117,"Hepatocellular Carcinoma",Refractory
NCT05720117,"Hepatocellular Carcinoma",Relapsed
NCT05720117,"Non-small Cell Lung Cancer",Advanced
NCT05720117,"Non-small Cell Lung Cancer",Metastatic
NCT05720117,"Non-small Cell Lung Cancer",Refractory
NCT05720117,"Non-small Cell Lung Cancer",Relapsed
NCT05720117,"Ovarian Cancer",Advanced
NCT05720117,"Ovarian Cancer",Metastatic
NCT05720117,"Ovarian Cancer",Refractory
NCT05720117,"Ovarian Cancer",Relapsed
NCT05720117,"Pancreatic Cancer",Advanced
NCT05720117,"Pancreatic Cancer",Metastatic
NCT05720117,"Pancreatic Cancer",Refractory
NCT05720117,"Pancreatic Cancer",Relapsed
NCT05720117,"Renal Cell Carcinoma",Advanced
NCT05720117,"Renal Cell Carcinoma",Metastatic
NCT05720117,"Renal Cell Carcinoma",Refractory
NCT05720117,"Renal Cell Carcinoma",Relapsed
NCT05720117,"Soft Tissue Sarcoma",Advanced
NCT05720117,"Soft Tissue Sarcoma",Metastatic
NCT05720117,"Soft Tissue Sarcoma",Refractory
NCT05720117,"Soft Tissue Sarcoma",Relapsed
NCT05720117,"Solid Tumors",Advanced
NCT05720117,"Solid Tumors",Metastatic
NCT05720117,"Solid Tumors",Refractory
NCT05720117,"Solid Tumors",Relapsed
NCT05720117,"Thyroid Cancer",Advanced
NCT05720117,"Thyroid Cancer",Metastatic
NCT05720117,"Thyroid Cancer",Refractory
NCT05720117,"Thyroid Cancer",Relapsed
NCT05720533,"Gastric Cancer",Metastatic
NCT05720533,"Gastric Cancer",Refractory
NCT05720533,"Gastric Cancer",Relapsed
NCT05721222,"Nasopharyngeal Carcinoma",Advanced
NCT05721222,"Nasopharyngeal Carcinoma","Locally Advanced"
NCT05721222,"Nasopharyngeal Carcinoma",Metastatic
NCT05721222,"Nasopharyngeal Carcinoma",Refractory
NCT05721222,"Nasopharyngeal Carcinoma",Relapsed
NCT05721222,"Nasopharyngeal Carcinoma",Unresectable
NCT05721222,"Non-Hodgkin Lymphoma",Advanced
NCT05721222,"Non-Hodgkin Lymphoma",Refractory
NCT05721222,"Non-Hodgkin Lymphoma",Relapsed
NCT05721222,"Renal Cell Carcinoma",Advanced
NCT05721222,"Renal Cell Carcinoma","Locally Advanced"
NCT05721222,"Renal Cell Carcinoma",Metastatic
NCT05721222,"Renal Cell Carcinoma",Refractory
NCT05721222,"Renal Cell Carcinoma",Relapsed
NCT05721222,"Renal Cell Carcinoma",Unresectable
NCT05721222,"Solid Tumors",Advanced
NCT05721222,"Solid Tumors","Locally Advanced"
NCT05721222,"Solid Tumors",Metastatic
NCT05721222,"Solid Tumors",Refractory
NCT05721222,"Solid Tumors",Relapsed
NCT05721222,"Solid Tumors",Unresectable
NCT05726175,"Breast Cancer",Advanced
NCT05726175,"Breast Cancer","Locally Advanced"
NCT05726175,"Breast Cancer",Resectable
NCT05735496,"Solid Tumors",Advanced
NCT05735496,"Solid Tumors","Locally Advanced"
NCT05744375,"Breast Cancer",Advanced
NCT05744375,"Breast Cancer","Locally Advanced"
NCT05744375,"Breast Cancer",Metastatic
NCT05744375,"Breast Cancer",Refractory
NCT05744375,"Breast Cancer",Relapsed
NCT05744375,"Breast Cancer",Unresectable
NCT05744427,"Biliary Tract Cancer",Advanced
NCT05744427,"Biliary Tract Cancer","Locally Advanced"
NCT05744427,"Biliary Tract Cancer",Metastatic
NCT05744427,"Biliary Tract Cancer",Refractory
NCT05744427,"Biliary Tract Cancer",Unresectable
NCT05744427,"Breast Cancer",Advanced
NCT05744427,"Breast Cancer","Locally Advanced"
NCT05744427,"Breast Cancer",Metastatic
NCT05744427,"Breast Cancer",Refractory
NCT05744427,"Breast Cancer",Unresectable
NCT05744427,"Colorectal Cancer",Advanced
NCT05744427,"Colorectal Cancer","Locally Advanced"
NCT05744427,"Colorectal Cancer",Metastatic
NCT05744427,"Colorectal Cancer",Refractory
NCT05744427,"Colorectal Cancer",Unresectable
