nct_id,drug_id,drug,drug_candidate,drug_alias,target,target_description,modality,modality_description,therapy_class,therapy_class_description,company,drug_payload,drug_payload_moa
NCT05458219,54800,IBI343,Pipeline,"IBI 343|IBI343",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Innovent Biologics","Yet to be disclosed",NULL
NCT05458297,40286,"Zilovertamab vedotin",Pipeline,"anti-ROR1 ADC VLS-101|anti-ROR1 antibody-drug conjugate VLS-101|MK-2140|VLS-101|VLS-101 Schedule 1|VLS-101 Schedule 2|VLS-101 Schedule 3|Zilovertamab vedotin",ROR1,"RAR-related orphan receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05458674,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT05460273,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AstraZeneca,"MAAA 1181a","DNA damaging agent"
NCT05460273,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Daiichi Sankyo","MAAA 1181a","DNA damaging agent"
NCT05461768,55124,BL-M07D1,Pipeline,"BL M07D1|BL-M07D1",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Sichuan Baili Pharmaceutical",Ed-04,"DNA damaging agent"
NCT05461768,55124,BL-M07D1,Pipeline,"BL M07D1|BL-M07D1",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,SystImmune,Ed-04,"DNA damaging agent"
NCT05464030,55126,M9140,Pipeline,M9140,CEACAM,"Carcinoembryonic antigen-related cell adhesion molecule",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,Exatecan,"DNA damaging agent"
NCT05464719,39979,"loncastuximab tesirine",Pipeline,"ADCT-402|Lonca|Lonca-T|loncastuximab tesirine|MT-2111|Zynlonta",CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"ADC Therapeutics",Pyrrolobenzodiazepine,"DNA damaging agent"
NCT05480384,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,AstraZeneca,Deruxtecan,"DNA damaging agent"
NCT05480384,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Daiichi Sankyo",Deruxtecan,"DNA damaging agent"
NCT05482568,41634,SHR-A1811,Pipeline,SHR-A1811,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Jiangsu Pharma",SHR9265,"DNA damaging agent"
NCT05483933,40261,"mirvetuximab soravtansine",Pipeline,"IMGN-853|M9346A-sulfo-SPDB-DM4|mirvetuximab soravtansine",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,ImmunoGen,"Maytansinoid DM4","Tubulin inhibitor"
NCT05489211,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AstraZeneca,"MAAA 1181a","DNA damaging agent"
NCT05489211,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Daiichi Sankyo","MAAA 1181a","DNA damaging agent"
NCT05493683,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05493683,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05494918,55314,JSKN003,Pipeline,"JSKN 003|JSKN003",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Alphamab,"Yet to be disclosed",NULL
NCT05495724,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05495724,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05498220,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05498597,55319,AMT-151,Pipeline,"AMT 151|AMT-151",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Multitude Therapeutics","Yet to be disclosed",NULL
NCT05502393,55411,JS107,Pipeline,"JS 107|JS107",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Shanghai Junshi Bioscience","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05508334,41263,RC88,Pipeline,"RC 88|RC88",MSLN,Mesothelin,ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05512390,55435,ABBV-319,Pipeline,ABBV-319,CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AbbVie,"GRM agonist",Immunomodulator
NCT05513703,41980,"telisotuzumab vedotin",Pipeline,"ABBV-399|telisotuzumab vedotin",MET,"Mesenchymal Epithelial Transition",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,AbbVie,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05514158,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05514158,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05520723,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05524545,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Astellas,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05524545,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05525286,51660,SOT102,Pipeline,"SOT 102|SOT102",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Sotio a.s",PNU-159682,"DNA damaging agent"
NCT05527184,54774,IMGN151,Pipeline,"IMGN 151|IMGN-151",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,ImmunoGen,"Maytansinoid DM21","Tubulin inhibitor"
NCT05530057,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT05535218,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05540483,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05540483,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05547321,54004,OMTX705,Pipeline,"OMTX 705|OMTX705",FAP,"Fibroblast activation protein alpha",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Oncomatryx,Cytolysin,"Tubulin inhibitor"
NCT05551117,40221,"Vobramitamab duocarmazine",Pipeline,"MGC018|Vobramitamab duocarmazine",B7-H3,"B7 Homolog 3",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,MacroGenics,Duocarmycin,"DNA damaging agent"
NCT05552001,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05555732,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AstraZeneca,"MAAA 1181a","DNA damaging agent"
NCT05555732,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Daiichi Sankyo","MAAA 1181a","DNA damaging agent"
NCT05556798,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT05558124,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT05560308,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT05562830,40286,"Zilovertamab vedotin",Pipeline,"anti-ROR1 ADC VLS-101|anti-ROR1 antibody-drug conjugate VLS-101|MK-2140|VLS-101|VLS-101 Schedule 1|VLS-101 Schedule 2|VLS-101 Schedule 3|Zilovertamab vedotin",ROR1,"RAR-related orphan receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05564858,55613,FDA022,Pipeline,"FDA 022|FDA022|FDA022-BB05",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Shanghai Fudan-Zhangjiang","Undisclosed Payload - DNA topoisomerase I inhibitor","DNA damaging agent"
NCT05565807,51908,STI-6129,Pipeline,"LNDS-1001|STI 6129|STI-6129",CD38,"Cluster of Differentiation-38",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Sorrento Therapeutics","Duostatin 5.2","Tubulin inhibitor"
NCT05569811,40841,"patritumab deruxtecan",Pipeline,"HER3-DXd|patritumab|patritumab deruxtecan|Patritumab-DX-8951 conjugate|U3-1287|U3-1402|U3-1402a",HER3,"Human Epidermal Growth Factor Receptor 3",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Daiichi Sankyo",Exatecan,"DNA damaging agent"
NCT05573802,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT05575804,39168,GQ1001,Pipeline,GQ1001,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"GeneQuantum Healthcare (Suzhou","Maytansinoid DM1","Tubulin inhibitor"
NCT05577715,38801,"Farletuzumab Ecteribulin",Pipeline,"eribulin/farletuzumab ADC|Farletuzumab Ecteribulin|MORAb-202",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,BMS,Eribulin,"Tubulin inhibitor"
NCT05577715,38801,"Farletuzumab Ecteribulin",Pipeline,"eribulin/farletuzumab ADC|Farletuzumab Ecteribulin|MORAb-202",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Eisai,Eribulin,"Tubulin inhibitor"
